cd11c FITC	CD45 PE	F4/80 PeCy7	cd11b PB	MHCII APC	Ly6G APC cy7	PI
D	D	D	D	D	D	D
Q	Q	Q	Q	Q	Q	Q
0	121.915	0	105.313	135.474	0	0
2318.57	869.109	1365.02	1230.49	0	0	6670.68
0	46.9769	0	108.591	142.281	15.7128	409.813
395.854	170.925	500.979	577.511	153.747	27.7739	422.554
1396.29	398.645	0	457.455	240.141	6.9134	138.213
0	0	389.57	143.324	171.946	0	157.729
655.416	277.722	29638.9	234.928	267.811	357.713	106961
185.981	162.846	0	51.9609	326.581	0	0
1337.11	404.094	1321.2	436.684	109.723	13.743	4519.26
7934.29	3924.59	43469.9	4647.35	939.505	506.043	162820
912.259	508.853	36213.3	628.415	159.677	723.295	128021
9687.34	4544.84	42398.2	6354.36	1388.01	790.164	161326
712.611	0	814.716	532.466	139.056	59.2644	961.021
319.55	356.907	590.321	588.892	0	0	4042.27
157.151	0	441.966	276.778	16.1397	0	144.57
181.351	0	499.343	0	177.588	53.2533	0
1213.27	193.513	844.288	613.012	230.285	392.377	2054.23
17712.4	5205.61	35146.5	6540.11	1027.19	1088.52	115383
73.7088	52.8256	609.787	256.722	103.793	0	1151.26
893.256	561.83	19840.7	707.238	243.56	207.653	62953.7
31.4024	54.3705	192.022	94.5866	0	40.8154	0
94.6954	189.268	0	44.2496	0	0	274.609
52.9521	37.3141	141.698	52.6166	221.886	3.57138	0
144.111	394.967	808.81	82.5629	164.729	36.3577	2321.54
4635.56	1724.11	2941.61	3495.89	530.809	830.452	10098.4
686.269	750.477	21895.8	326.7	330.219	0	85462
10990.7	4425.32	38436.8	6846.28	1301.09	1119.75	143807
8463.19	3682.41	16001.3	5889.95	1492.92	688.633	58145
2310.54	863.834	826.961	1107.8	439.575	289.44	3777.85
1410.61	0	9632.52	1145.26	253.905	449.366	11061.3
15640.6	7822.48	76992.7	8049.88	2336.81	1078.07	244633
629.475	211.086	664.665	669.801	0	102.162	1592.5
27333.8	10298.1	60273.2	10297.9	6369.14	13256.2	233990
4166.95	4230	141838	3414.3	2253.17	1195.4	233879
1365.96	277.527	976.332	338.006	144.451	0	2093.58
4141.17	1565.34	4580.99	3232.41	78.9482	1042.09	14410.4
1138.81	582.392	0	404.665	118.552	49.728	0
11469	4445.06	5005.11	5335.64	2149.61	2062.67	9201.53
260.001	28.838	0	0	96.8106	0	211.351
0	0	82.8958	1.00241	0	37.0518	0
0	0	0	0	208.02	0	0
0	37.581	0	99.8025	23.9126	0	0
35.2492	172.828	29854.5	12.5132	0	317.793	111537
1357.88	337.201	1239.26	881.174	85.2746	396.392	2913.41
970.677	287.54	520.883	366.563	127.533	0	431.587
335.829	1316.73	23340.4	254.377	0	207.157	89882
344.476	245.22	328.245	323.095	315.983	88.0488	1453.83
25.2029	0	0	34.8601	25.5239	50.6004	0
1574.83	0	47614	1330.88	672.758	361.78	149934
363.009	18.9702	30663.9	132.965	0	526.8	109527
10.4177	129.513	0	0	0	40.335	0
288.07	78.9939	1456.3	350.753	11.625	9.95362	1525.2
542.559	262.225	109.279	334.541	403.411	53.8397	379.538
0	151.003	93.1369	0	0	0	142.093
900.992	593.116	1369.6	1009.09	83.202	54.1895	4159.36
149.073	0	32665.9	0	0	639.106	122513
112.536	0	0	0	0	0	0
456.441	199.159	591.35	292.797	175.317	51.9601	2122.74
743.818	427.354	1937.78	243.888	183.504	0	8469.72
245.983	143.259	370.127	278.549	361.523	0	1357.16
56.9596	66.6182	0	182.496	85.4863	0	0
819.388	218.926	523.438	356.75	176.638	3.598	344.135
0	89.8148	0	0	154.973	0	0
151.595	233.074	0	332.761	32.4438	0	193.925
1183.98	404.558	431.392	235.672	242.535	66.3008	1920.24
2942.84	1127.25	1374.66	1360.89	147.984	740.645	5812.22
2144.61	900.166	996.923	5008.71	1433.93	365.205	3468.14
2677.54	873.905	1972.68	1223.06	307.343	38.7549	7294.54
0	0	38.2684	82.7233	193.574	0	0
5661.84	2051.18	3975.47	3796.71	433.842	1315.21	11382.9
2083.78	572.682	1518.07	1230.15	127.089	630.327	3839.41
0	0	0	0	0	0	0
4.23316	60.7711	0	0	210.751	37.6947	65.6642
1466.26	850.291	747.212	679.663	292.094	0	2681.12
0	40.9905	0	38.5144	88.813	0	0
164.929	49.6758	0	147.233	0	12.9622	0
324.361	698.308	32509.9	341.245	246.159	155.731	114308
123.767	153.736	731.382	288.437	111.539	30.4577	721.659
133.249	188.766	14.4325	193.413	28.7135	51.1505	978.112
0	0	0	0	0	27.3125	0
254.797	123.694	90.1905	62.1075	0	0	0
2140.55	629.971	1176.04	1080.31	328.051	54.5816	4690.12
0	98.8622	21421.8	0	0	40.9855	81070.7
441.528	0	816.113	131.829	0	59.9237	189.489
330.324	432.45	29438.5	86.8025	113.242	190.678	112261
0	2.61975	0	0	62.8624	0	0
1846.16	338.386	602.917	335.321	5.78031	0	250.536
1069.1	78.5029	1876.54	499.52	312.116	52.5306	2822.8
2053.43	1038.16	26987.5	2229.98	596.516	70.6637	101256
183.799	20.9557	546.769	177.292	178.391	7.0156	624.372
1370.03	332.105	30835	434.223	392.721	793.542	113841
2241.46	607.599	1757.85	1237	433.729	240.715	4403.02
274.473	357.176	29383.5	182.378	97.8053	54.9032	112718
1505.71	506.901	0	482.856	116.816	26.0097	582.334
228.001	1.13646	193.727	55.3904	167.476	68.4286	152.773
0	143.527	287.142	115.096	0	27.6544	1461.26
0	0	284.516	76.8583	0	68.1211	0
144.514	0	515.547	222.872	0	0	3.29988
1140.19	494.006	1170.49	1008.22	66.2192	98.3877	4088.69
104.224	127.445	862.654	711.872	27.3439	0	2958.82
5454	1506.84	5170.58	3484.98	520.122	1458.85	13636.5
233.109	171.262	450.867	279.35	0	0	2082.86
2358.67	226.807	6443.71	729.375	134.197	0	20945.1
6973.59	1512.31	1022.11	1932.34	407.159	77.4635	881.001
0	0	0	0	29.8151	86.0987	84.1519
1214.53	294.952	473.234	539.297	120.604	118.232	1700.13
220.378	36.7481	1872.89	330.86	162.369	147.069	1146.92
420.28	446.516	483.29	554.201	194.935	12.5381	2202.96
1739.3	510.002	2498.87	615.716	34.3769	87.9843	7375.66
84.0255	23.6403	0	11.8557	0	35.6365	36.8987
964.657	390.117	542.965	138.096	0	54.9424	2848.78
296.326	77.3063	29970.4	75.438	63.2932	476.525	111505
92.4674	0	0	232.161	0	0	210.322
429.966	364.448	0	271.287	86.0023	0	166.178
135.703	0	678.549	64.6979	0	0	0
27.4971	0	482.665	56.8221	0	4.47198	76.594
1292.29	0	31902.9	385.078	0	392.957	112000
168.71	71.3143	0	119.823	131.457	0	464.871
696.63	181.371	534.938	473.307	280.409	0	3400.66
1690.09	1030.16	922.684	1755.79	902.717	349.572	2508.84
0	0	0	50.0824	0	0	0
0	52.2117	0	69.4681	175.81	41.4369	0
2190.55	653.746	1812.24	1567.37	276.722	85.6941	6149.76
120.937	0	117.88	0	196.311	0	0
10398.1	2887.47	3719.83	4377.36	608.248	364.112	9237.95
100.832	706.986	27492.6	0	0	81.0849	110136
770.491	251.69	861.592	329.82	0	50.4138	774.525
359.14	845.948	29678.7	75.9312	519.394	957.688	117754
116.945	58.9379	31493.4	0	0	77.7155	113611
416.042	505.907	282.498	665.115	294.57	138.055	965.853
2574.32	43452.2	4820.22	3330.1	150.931	0	19452.5
619.932	73.6091	4488.71	444.953	487.623	208.782	8173.66
203.686	50.721	0	48.3605	164.574	57.365	669.31
173.127	699.352	28779.9	0	126.841	99.0385	109848
1112.89	389.702	769.159	615.918	81.834	0	1701.88
535.685	886.621	30133.7	141.384	142.066	414.023	117661
210.933	302.158	31222.9	36.7855	0	140.285	113708
619.503	141.611	941.711	462.886	0	44.1453	1721.07
1238.9	194.683	963.928	479.392	0	3.89785	3209.27
3403.92	1095.15	2309.65	2417.56	375.907	441.532	8682.24
0	0	0	0	0	7.66372	0
5.5066	217.862	18.0536	109.81	0	21.8958	272.882
2525.91	729.834	1725.16	798.997	268.417	53.1844	6277.66
6829.17	1706.63	4817.26	3303.57	584.152	1588.84	14133
2372.09	578.952	695.328	884.648	179.614	0	1370.78
744.255	1811.75	181287	371.348	759.213	2078.32	227208
396.739	106.086	1347.01	407.867	2219.05	53.2047	1485.38
47.8739	0	0	0	0	0	0
414.223	137.384	2357.8	258.049	0	132.338	7330.5
3422.37	1020.98	2430.38	1668.78	117.757	0	6090.47
282.461	1019.16	23307.4	80.1064	62.9641	44.6407	99263
2545.8	632.908	1688.29	1567.99	385.307	305.291	5200.66
117.189	0	617.636	48.3629	197.299	0	0
3690.86	1864.4	3231.55	2299.88	370.759	1628.97	11648.5
8670.34	2198.53	34937.4	4469.5	545.249	1956.07	119545
2903.89	882.578	2194.68	1794.88	412.736	440.501	6750.06
2881.34	963.198	1238.21	1924.75	243.508	93.5551	5054.73
610.304	226.785	20786.6	612.515	236.042	239.506	65167
17.0839	0	353.098	139.408	0	0	67.6735
917.875	249.825	508.195	398.162	0	0	0
435.487	804.01	32334.3	245.744	75.5002	151.851	121922
5552.36	2349.07	9312.88	3967.34	689.078	135.613	30960.3
214.068	1680.18	30068	40.2719	0	0	123757
205.159	990.09	29059.4	228.468	0	111.277	111251
1964.2	745.142	606.561	1106.8	254.131	141.356	4886.34
3088.39	2599.41	4001.64	2046.37	3515.73	184.761	11900.8
207.834	180.996	29314.9	53.4047	97.5754	993.614	110565
8240.55	6096.44	46697.4	5505.82	4599.17	264.739	182361
993.131	77.1968	77.9024	333.691	81.0698	33.2897	503.269
17.6795	172.753	80.7288	103.253	0	0	75.2081
452.402	353.707	28307.4	93.3328	49.8965	219.555	105694
141.264	0	600.144	171.705	23.3752	0.301365	0
400.608	60.4557	317.925	408.216	151.363	124.486	545.857
31036.4	10258.1	15500	10686.9	2560.55	333.954	58592.1
189.237	0	209.334	47.5489	530.007	25.4897	0
1547.82	629.162	648.038	1029.32	110.746	34.695	1733.48
4107.47	1638.94	1717.71	2560.37	951.853	197.463	3144.45
0	0	34.5988	0	0	42.944	0
9856.98	3638.44	9253.01	8277.37	1371.97	1507.02	24491.3
0	46.2213	32.6464	53.9436	0	0	0
1086.51	396.479	428.649	376.372	0	499.404	799.047
20043.1	13208.5	149681	11112.9	2578.83	851.095	229248
1591.96	693.567	495.746	988.906	707.482	0	2157.67
161.798	39.4828	0	282.043	0	0	606.316
0	0	30169.3	0.700812	0	1263.19	108298
11960.2	3815.26	17274	31520	1232.29	540.582	55256.8
590.697	242.512	0	113.247	22.4788	0	0
530.186	212.346	143.25	272.542	35.696	72.5223	1204.19
72.3971	0	0	0	0	25.7549	245.461
14.7335	207.306	48.9372	146.199	0	73.8412	0
656.894	249.432	186.924	139.157	0	31.9441	1484.15
78.1345	118.205	0	44.3073	300.674	0	0
309.635	723.233	28562.1	157.789	0	259.227	110760
0	0	0	94.9588	217.505	0	0
6823.53	1815.94	864.954	3792.27	543.772	194.243	2826.7
1671.13	125.261	2002.2	1065.56	36.8935	498.766	3920.03
20.1459	0	378.451	70.6533	99.7434	16.3121	465.701
429.699	1279.46	28664.8	170.383	290.29	626.156	118048
433.553	21.4501	475.524	292.63	136.104	13.2031	1078.38
499.046	311.098	34762.6	291.54	209.451	456.356	130586
394.155	191.709	59673.4	0	469.546	1041.23	220636
200.27	813.903	29971.1	174.338	0	9.84295	102876
1967.16	359.514	1791.89	1122.94	344.169	601.924	3941.3
56.8741	256.002	0	40.023	313.344	53.1728	0
511.423	377.635	162.08	363.56	193.216	0	0
29.2182	103.562	0	65.3534	60.0936	4.8756	63.5905
359.959	417.351	31823.6	627.69	42.8679	89.6852	117985
311.733	108.804	156.751	338.888	18.7672	13.1179	420.46
1682.88	327.239	1070.57	711.137	56.9349	0	3620.44
80.6301	32.7259	0	40.1691	149.192	46.188	0
2103.2	694.258	881.8	996.133	6.12029	21.4123	2248.33
902.958	190.852	779.14	347.223	0	0	2012.2
163.046	33.2541	981.737	551.002	10.3853	120.612	1987.44
1220.98	157.97	63.5179	433.086	280.121	13.4343	179.641
532.884	367.508	0	166.933	28.7096	27.3506	0
1337.53	762.367	813.069	574.377	127.806	154.993	5183.08
2250.75	605.253	37521.1	1532.29	149.044	140.695	133310
1421.69	358.736	517.343	597.828	42.4246	450.906	3661.85
169.284	40.2179	0	0	0	7.04584	0
74.5612	0	54.3651	92.2364	64.2041	78.1824	143.557
0	0	433.032	26.6538	0	34.8451	0
6110.31	1915.01	5861.93	2826.87	964.634	1631.86	17809.8
1184.34	497.965	431.573	525.849	22.4796	26.2435	1898.33
13172.6	5184.13	37355	8333.62	1802.69	53430.3	133535
1618.98	1882.63	26106.8	827.039	98.1556	491.687	104093
779.968	625.982	1808.37	1416.22	394.481	101.159	4322.97
235.578	0	30987.6	75.3635	126.339	248.162	106533
0	0	0	0	311.278	23.17	0
1220.99	0	8242.33	740.681	405.834	569.626	783.178
2681.8	50993.3	120625	2471.15	1200.47	1158.78	226842
1336.7	459.96	847.306	352.91	0	10.6179	2363.8
0	46.286	0	101.969	281.262	0	349.348
1266.18	629.78	843.492	745.498	0	137.396	3380.07
1828.63	765.427	792.422	1142.18	33.4937	67.0258	3435.65
272.535	307.146	1743.75	133.825	0	18.4524	5393.92
4547.08	1488.24	671.812	2152.73	511.776	112.447	1720.06
0	0	0	0	19.5485	0	0
43.4678	122.699	0	72.927	98.8247	68.1552	192.063
202.081	57.4927	0	22.4967	2.90485	52.3635	81.8411
307.693	744.7	819.505	1035.94	18.7066	0	4553.66
182.29	351.784	2744.89	105.844	0	58.6649	9942.16
270.525	26.4157	415.089	164.922	0	57.4912	61.1633
45.0181	981.006	28502	0	0	0	114484
5238.83	2278.09	1370.72	14256.7	622.356	0	3807.85
34.8902	0	447.13	0	0	0	0
1926.15	1374.71	26639	1434.83	74.4733	116.2	107158
844.893	62.6112	1324.26	418.973	0	43.7498	3178.33
2088.44	441.479	1956.66	751.191	156.696	283.135	4908.02
0	79.8294	0	0	0	22.9096	0
372.512	45.7173	737.424	367.887	61.9132	3.39008	677.28
0	0	19.4201	0	63.4626	0	47.499
539.093	135.024	0	157.772	175.132	49.1688	0
236.472	0	1523.96	276.138	0	0	4908.92
0	0	0	0.0228909	31.0429	95.141	0
2.88561	0	0	0	0	0	0
66.2378	269.911	0	207.844	0	0	0
40.2945	0	155.47	87.7021	250.098	0	0
250.613	1194.43	24145.7	507.03	318.216	137.644	101366
36.1024	360.286	348.733	154.292	283.57	0	1642.76
2.40428	0	91.54	0	0	56.1939	42.026
301.773	0	806.548	442.059	6.7671	50.7819	1534.17
350.439	56240.8	1514.43	28033	459.263	7228.31	1364.68
2276.63	1840.41	26932.3	1528.45	424.942	281.028	97198.2
182.317	93.6128	0	144.938	0	48.284	525.428
6184.6	2376.23	2609.95	3141.33	1261.3	319.419	5954.03
237.724	293.586	26017	0	82.5723	73.8191	98010.8
11771.3	4109.35	66722.1	83212.9	9192.45	5772.75	219734
0	178.379	0	150.7	0.370129	30.0826	0
580.955	1581.52	33381.3	531.197	267.75	168.016	129158
1755.96	1512.07	25126.9	680.152	179.827	46.8481	94187.6
0	98.8163	0	77.6792	366.176	75.1898	0
0	16.1195	34.194	55.9031	90.7129	0	0
6681.28	2277.8	6000.17	3047.38	339.24	83.4557	20990.9
474.161	200.839	92.9644	279.545	0	31.1093	998.342
854.715	340.312	801.204	700.097	115.361	101.678	1919.47
58.6101	25.816	225.61	26.7148	283.582	0	0
0	0	0	0	0	0	117.332
1079.26	1181.64	13806.3	515.444	0	99.661	57535.5
2257.53	1133.46	3018.3	763.452	83.6794	0	13974.7
1339.58	698.956	3339.67	3439.28	1283.5	35.5755	13414.4
810.831	212.651	0	324.984	201.792	67.5158	791.025
2751.06	909.455	1638.4	2089.16	443.109	941.674	6220.98
0	157.733	37.5393	162.359	255.921	0	530.65
139.934	8.91918	32525	100.429	0	647.439	121498
261.681	184.34	2179.16	275.301	406.899	29.1757	523.971
511.433	134.688	25.2851	180.032	112.225	65.4254	0
128.089	46.8997	0	183.817	143.247	0	212.945
629.223	317.975	233.265	327.641	0	0	1700.34
3660.57	875.494	2416.21	1757.13	329.295	330.323	8450.36
58.1357	136.719	74.5515	187.647	300.446	4.07904	0
210.741	12.2653	36.13	77.9559	59.067	0	1031.01
2874.57	1123.9	1496.07	1414.85	364.801	254.454	4238.97
2792.81	675.773	2102.2	1461.73	476.975	419.982	4931.76
655.416	150.807	983.286	433.692	138.152	90.1069	2599
1616.87	1374	31092.8	240.989	175.473	0	113143
165.373	0	650.507	169.468	229.061	120.834	9.76538
646.242	163.184	408.606	345.704	51.7857	0	2651.61
7481.71	2011.56	2207.03	2191.92	657.755	353.385	7211.57
477.2	242.304	682.664	118.671	0	0	2298.35
361.474	965.283	64396.4	181.948	0	128.996	246359
689.873	135.266	1138.7	413.381	168.826	284.665	896.282
8.47708	0	107.067	54.6723	180.096	19.5355	0
212.403	1226.82	29533.2	198.127	364.256	268.48	117840
2995.27	605.378	34284.3	1484.63	578.762	572.698	125686
191.135	16.6688	526.925	395.756	338.004	94.0138	1432.62
1437.72	529.198	281.064	383.111	92.7956	0	0
911.824	700.492	27287.8	277.175	0	704.358	107008
612.549	1130.45	56955.8	353.349	425.725	265.591	217781
519.629	518.2	299.406	925.212	106.669	1221.39	1595.14
5388.15	1938.9	34965.5	4023.07	1477.43	1309.56	110898
3323.79	1152.37	4059.89	2246.09	1167.29	276.937	13400.3
11987.2	3877.71	6647.69	2683.97	481.242	285.382	22913.7
4786.34	1819.26	1096.43	1899.23	464.763	63.5562	3728.65
0	111.837	0	5.86022	324.312	0	0
7147.03	2275.62	39940.8	4269.67	1461.06	1215.13	130985
2271.63	956.6	1103.43	1137.54	951.906	55.3604	3399.22
0	0	0	0	0	23.1251	0
1857.08	460.848	877.165	846.191	133.898	137.907	2595.74
3946.79	1662.41	7443.47	2732.97	929.346	150.921	27134.5
877.166	957.645	12462.7	1552.89	775.872	2162.23	44515.9
7412.97	1868.12	1968.21	2251.21	604.353	174.595	5602.05
7376.51	2399.62	5729.64	4126.6	885.548	2025.48	17679.5
1724.65	89088.1	259907	1732.76	2799.94	2378.6	191314
189.014	0	758.825	261.541	342.956	0	1518.18
99668.3	30007.5	41776.9	25787.3	7626.08	1931.97	149281
30501.6	188550	257047	87975.2	13506.9	13921	165491
0	0	23.4359	0	130.034	0	0
135.106	110.883	506.505	204.676	0	0	354.539
133.203	0	551.607	229.056	259.34	44.511	421.738
1639.12	525.71	137.019	647.197	202.899	117.164	2509.69
1698.66	424.375	1100.28	1018.85	330.647	215.46	3679.22
3603.79	1365.83	1285.38	1149.83	426.83	438.439	6400.28
27967.2	9055.33	99482.6	15915	3659.16	7296.32	239261
0	0	157.523	0	32.6673	22.9646	0
1003.97	0	1188.25	589.567	40.8912	133.878	1430.3
1143.42	554.054	674.015	832.62	148.87	168.003	2438.08
47.3279	0	135.866	0	0	48.2459	0
38.8966	99.9019	0	111.217	0	0	0
785.813	316.817	230.157	231.992	4.77513	0	0
498.229	0	376.347	510.839	72.7108	73.5826	89.4675
386.326	39428.1	1352.32	14812	1450.03	7421.15	1502.87
125.899	158.287	247.41	395.482	0	36.8622	1517.69
1291.71	672.092	1014.36	803.439	167.549	54.4252	4214.07
1267.89	1041.96	27349.5	1266.07	176.11	217.823	98325.7
0	0	0	0	0	36.2444	0
96.8244	0	0	19.4688	0	43.9588	0
1095.92	619.486	287.69	503.194	0	173.238	2085.67
18.6541	741.458	30972.9	119.464	671.154	81.8558	120994
2141.57	502.857	160.491	403.478	0	71.7237	0
59.1366	26.2219	0	3.73407	170.724	15.776	73.5084
1402.12	3793.66	117621	794.175	786.213	1000.45	238789
432.693	0	32579.7	146.879	280.39	2608.32	112552
0	13566.5	197.038	6142.65	0	1578.25	264.474
30.7107	118.515	0	0	0	92.4386	0
133.558	0	284.66	58.7295	18.6533	78.9233	268.851
5579.2	2969.22	10905.7	3031.56	748.973	227.298	44948.6
3573.77	1066.16	1700.3	1173.22	178.345	120.418	8089.12
924.662	2072.09	53904.1	546.75	310.315	1224.42	207322
752.552	282.101	372.131	355.501	0	42.3931	0
142.886	57.2215	7758.81	137.692	0	20.0156	24735.6
1536.17	501.176	842.718	1222.86	1567.86	117.41	1324.19
1300.13	730.45	1328.49	2101.02	1652.63	3754.13	2145.78
667.541	160.774	257.932	205.423	192.555	7.04991	478.486
94.3842	0	111.433	14.817	152.997	0	0
118.117	59.9994	453.355	148.193	92.6857	74.7438	0
1473.37	890.121	1556.1	1627.25	1114.51	278.018	5207.18
814.308	617.218	248.096	259.08	0	0	1598.26
1363.91	613.96	1393.81	903.072	252.883	0	3975.64
1888.51	924.416	2483.68	1510.24	1766.51	101.774	5988.99
2901.2	608.217	2038.44	1211.85	150.96	264.505	4313.14
137.401	639.472	32494	21.8408	0	881.303	123012
22.7549	2.33692	50.0905	94.8857	0	0	315.315
191.311	0	0	76.9048	72.5173	79.1917	131.741
3130.67	1289.02	2396.29	2608.25	746.38	1430.02	9341.31
112.709	8.06076	0	102.483	96.3145	0	421.486
0	0	273.345	0	0	30.2024	316.579
1739.21	553.446	1098.6	783.303	281.768	447.357	3452.58
763.532	547.193	0	223.869	172.848	10.0762	0
0	0	0	0	0	0	0
874.482	96.502	833.77	317.03	821.116	0	1884.41
1479.64	296.741	412.711	300.29	40.9915	204.573	1000.99
1470.98	506.548	1481.45	1051.41	54.4286	439.842	3259.18
855.589	302.26	102.876	90.6166	0	0	2974.49
597.795	502.573	713.839	857.201	0	0	3100.9
303.347	380.566	1379.53	514.567	37.9648	0	6211.28
184.812	30.1022	123.221	192.201	91.7384	20.8883	219.3
5810.33	1592.73	97.0996	4846.12	387.987	28.6646	1206.19
793.724	76.8923	906	150.758	134.753	39.8666	2766.32
4065.89	1559.69	2574.08	1952.37	288.754	1101.53	7884.26
2347.15	1101.92	2649.44	1025.77	431.905	83.3005	11939.4
7033.17	3156.61	33124.9	4566.35	1178.64	667.704	121029
22.0681	66.2899	243.716	59.8244	38.5281	85.6892	0
1017.42	103.68	1990.61	728.875	178.206	508.924	2851.74
0	0	13.283	26.7475	0	0	0
699.423	200.456	42.9524	314.814	142.474	0	584.156
44.9735	129.027	0	215.462	58.5914	101.546	1196.75
189.581	56524.2	735.24	242.951	0	0	687.716
28314.6	23429.4	201842	15611.4	4396.22	1742.88	216349
874.208	164.277	622.938	663.624	95.3708	139.018	1065.91
25.2746	42.1414	127.262	109.093	38.9532	67.4692	390.975
503.136	108.504	78.5661	431.956	0	74.8727	700.448
0	0	0	0	0	0	160.155
30.6045	226.923	872.923	317.733	30.3113	111.975	1930.77
74.1524	189.041	4755.71	282.068	120.921	59.4167	19299.3
572.756	274.594	354.033	438.254	71.977	31.6171	1809.35
587.876	1791.5	32981.3	359.3	109.441	97.7563	125813
0	119.85	0	6.05354	68.6066	20.5755	0
19.7278	0	659.031	0	0	0	0
451.998	2.35201	172.691	163.952	222.103	86.1612	0
399.248	353.32	33418.9	171.01	106.572	635.491	120016
190.942	72.6983	43.9302	275.751	178.387	8.41583	301.425
106.55	174.765	0	122.963	0	75.7666	317.705
0	0	0	0	0	31.9395	166.369
983.527	156.611	1007.13	853.803	428.484	0	1818.19
0	36.8928	52.2209	0	0	0	0
1238.66	275.302	1325.69	441.766	0	226.887	2516.14
3380.59	1186.58	2582.08	2193.07	361.204	440.123	10280.6
3880.58	1519.45	1703.68	1206.48	834.133	0.69576	8684.5
146.802	0	0	80.7333	36.3666	0	0
0	0	0	0	3.9776	0	348.232
0	21.0835	0	116.97	132.899	0	0
1908.51	592.233	1480.97	772.338	348.911	1.80117	4739.04
0.418816	0	39.1216	58.9697	0	131.894	0
111.701	122.08	0	19.8768	76.3049	0	188.05
1654.2	338.155	1416.99	733.878	93.2635	360.317	2395.44
2360.62	533.373	1547.11	1177.13	158.268	477.661	3225.11
437.644	0	32209.4	191.039	141.311	2610.66	118333
2290.45	1861.46	1674.61	6256.73	801.553	205.227	4027.78
0	0	18.5706	82.2653	0	28.7701	158.528
0	170.038	0	0	4.38544	42.4939	0
4541.12	1199.38	3588.83	1890.14	349.528	400.072	12138
5624.4	1681.81	3361.79	1456.56	441.677	670.841	10939.4
559.866	480.063	31054.5	213.131	169.874	244.016	114159
0	0	0	1.90104	0	0	0
60.7413	63.2086	301.034	240.39	142.139	40.2195	1148.52
122.674	204.494	441.036	425.876	54.3912	0	2066.14
714.146	133.543	0	228.542	0	0	127.336
1345.26	400.87	1257.46	526.317	443.53	181.454	3543.38
29.2886	0	134.713	103.87	160.638	0	0
1839.62	730.141	714.46	1078.67	183.618	0	738.433
1332.95	857.876	1204.36	708.977	0	67.675	6903.93
1670.55	302.096	1227.42	446.288	156.323	211.053	3659.97
902.033	184.589	129.604	231.109	31.1401	60.1364	18.3848
1757.67	408.195	373.861	694.453	102.552	59.58	232.678
1311.94	176.983	881.879	312.47	124.559	132.046	1374.02
82.4397	871.589	17662.8	48.3267	70.6172	29.581	72413.3
27.8894	265.706	31430	26.2821	4.82962	245.473	117638
15366.8	5675.89	81460.4	11371.9	13475.8	3670.94	244127
11242.8	6020.94	71755.6	5105.97	1171.75	540.628	246356
9.31914	194.414	23705.1	119.512	145.897	34.4428	83684.2
192.231	0	5053.22	159.047	114.721	0	11957.3
979.372	209.509	849.702	305.632	8.91381	22.6811	2102.34
31.1301	0	0	24.5865	42.5878	12.6984	114.728
136.543	132.852	0	143.654	201.4	0	189.66
261.71	100.709	0	147.45	86.7658	0	0
1168.65	596.351	1857.23	512.516	388.16	315.656	5790.01
1248.42	403.597	629.854	385.057	238.788	96.577	1164.03
1158.7	382.535	253.924	488.908	205.657	70.1341	2081.38
0	114.931	29.9844	12.0203	0	19.4445	0
125.341	0	29933.6	63.5317	0	369.079	108267
529.103	346.069	176.977	2412.26	433.735	160.914	450.754
1823	863.638	2040.08	912.499	0	36.8187	10302.1
733.526	176.177	591.976	434.004	0	12.0827	836.685
136.342	20.2079	0	149.649	192.48	58.8535	231.578
4580.34	1715.49	1339.14	1282.19	502.76	121.27	4087
0	39.2089	0	0	0	0	0
435.576	66.3007	203.953	308.398	13.3452	9.17278	896.857
64.8429	18.0198	0	0	136.115	0	0
0	111.865	0	41.1027	186.162	0	0
715.791	38.8934	785.644	229.323	218.663	105.923	1530.29
1811.99	662.958	428.81	1174.47	171.289	73.1494	1836.94
51.0307	219.689	0	105.513	146.971	0	0
303.034	35.6186	0	38.3253	172.867	17.7753	40.8671
2166.38	917.437	14403.7	1193.65	310.867	200.289	53448.6
10.1132	13.1056	422.273	170.061	0	0	0
267.181	153.121	30255.5	66.4939	15.6822	993.263	111493
728.371	544.942	426.723	384.595	105.027	0	2395.06
1496.7	472.469	1402.02	999.295	2475.19	95.0659	2604
0	0	266.818	0	0	6.27752	0
483.518	866.087	29268.9	47.5936	231.993	191.396	114564
1131.76	721.312	851.311	1138.97	1019.97	235.562	1959.37
17.6033	185.459	0	24.4779	0.624444	0	0
277.608	451.206	29832.8	192.58	223.218	970.209	114280
5430.3	2606.28	26585.3	2370.14	930.895	1047.55	105477
2619.91	857.105	644.951	808.948	167.678	109.719	4078.71
5529.04	1859.38	494.368	2162.34	504.073	170.909	506.777
441.126	0	859.057	355.164	0	85.0996	409.955
1061.21	802.176	1678.44	2211.05	1604.9	3604.47	4670.74
3117.04	1445.46	2981.65	1245.72	252.442	74.2352	12946.5
346.631	627.834	0	387.278	76.5159	81.8038	560.832
0	0	38.4814	0	0	0	0
212.409	64.5109	0	118.783	197.754	51.6056	339.012
0	245.885	0	124.191	212.023	11.0349	0
825.645	303.078	985.824	512.474	137.767	129.325	2503.97
691.931	71.4211	182.551	86.8499	158.159	0	0
85.3059	900.16	30757	0	0	1032.43	118212
67.4788	0	65.1798	121.45	106.135	0	912.05
0	0	0	0	0	39.405	0
