cd11c FITC	CD45 PE	F4/80 PeCy7	cd11b PB	MHCII APC	Ly6G APC cy7	PI
D	D	D	D	D	D	D
Q	Q	Q	Q	Q	Q	Q
10495.9	2393.77	3934.52	3117.13	1282.5	172.823	5093.14
549.79	8.92103	500.508	178.547	420.247	0	712.813
4.06096	362.102	0	107.553	222.042	97.364	0
1657.52	573.123	1618.61	496.911	192.89	99.4342	4161.82
1340.94	0	29893.8	468.085	0	512.446	107675
1498.4	502.031	0	679.485	208.924	74.8806	610.948
891.859	446.087	671.295	317.101	113.2	12.1796	3739.93
439.674	18.4282	723.041	276.719	217.475	217.979	1246.78
179.013	331.927	0	25.1655	217.15	95.4939	367.114
181.416	0	268.201	0	0	17.5999	0
0	224.542	0	0	0	0	0
0	3.34333	189.952	0	59.0612	7.02412	0
511.183	318.542	199.361	375.565	141.266	11.5605	1793.96
403.078	368.837	30322.1	20.4897	150.036	308.648	109088
0	75.9481	181.283	206.958	0	42.7862	477.555
25.0761	0	0	133.656	0	0	160.324
387.978	1534.88	48.6842	244.893	217.985	0	0
1635.29	732.985	28201	1817.48	152.334	462.54	106539
554.38	0	173.926	24.4965	0	82.8672	856.233
164.034	110.363	0	152.227	0	10.5188	247.324
0	0	154.075	0	0	0	0
1866.8	916.332	1519.82	882.933	113.385	82.1709	6680.68
1733.01	761.647	5972.62	1533.94	673.664	311.338	12089.3
0	0	414.461	0	0	0	0
1187.62	355.767	435.263	887.762	267.875	38.5099	491.09
1470.43	493.561	943.834	736.549	28.0403	33.6821	2676.58
33.3456	0	0	92.7778	30.5847	72.7625	0
0	0	0	0	170.972	0	26.7311
2102.39	575.652	958.957	945.725	155.673	263.583	3112.97
1185.27	201.87	574.797	369.26	153.042	0	0
1125.23	370.641	193.388	119.503	0	0	1612.87
0	0	909.662	14.0684	0	0	1600.74
1588.35	80.0481	31336.1	565.976	318.973	380.508	114073
0	0	0	0	78.3125	15.9193	0
0	38.3558	0	59.3386	0	0	0
0	0	1511.7	187.007	252.289	44.1424	4318.28
0	0	277.551	0	0	25.7214	1010.28
89.1236	0	3173.57	178.109	71.7652	16.227	9435.03
529.162	243.189	839.02	140.612	0	35.2181	5329.09
3581.36	929.002	3126.38	1741.74	168.469	137.682	10084.1
223.224	477.729	29057.3	0	29.2184	6.32673	107196
268.397	579.482	34464.1	200.675	0	713.097	132879
0	0	172.933	0	82.6556	0	209.011
823.875	0	3814.8	281.196	12.9239	96.6926	12384.3
1079.71	709.06	1130.91	690.645	75.2455	100.763	7007.25
378.245	122.267	0	204.773	77.003	67.0809	517.319
3359.48	1020.72	2424.34	2140.75	447.826	465.452	6421.08
1657.96	0	148638	0	175115	253913	0
5440.84	1710.84	33960.5	2716.43	437.721	822.227	120476
0	0	0	146.627	33.0988	0	0
0	223.513	0	0	248.393	0	0
2592.85	942.968	1997.2	1426.6	326.061	161.075	8053.07
4692.52	1864.01	26645.7	1495.17	480.774	371.504	96969.1
102.71	174.997	36.4111	234.759	0	0	17.1429
151.041	350.259	775.377	445.064	92.7799	78.9393	3627.6
128.664	0	221.325	263.747	0	53.8457	101.429
24.244	0	270.035	108.266	0	0	0
147.197	123.434	620.245	97.4937	20.3726	19.3425	3359.97
51.4885	412.559	31300.5	135.454	269.764	0	109510
29.7026	0	35756.7	34.2258	508.143	1269.02	128202
196.486	0.680672	91.5847	0	107.781	0	223.069
0	0	0	0	0	56.1465	27.8973
162.41	105.179	0	83.7545	0	98.9842	590.519
1073.59	452.184	0	426.575	0	52.3757	868.488
0	34.5525	0	0	0	0	575.499
176.745	0	34337	79.3035	96.9792	745.842	116131
184.571	55430.1	0	3999.48	0	0	2611.56
328.536	743.941	28806.5	179.055	121.396	1383.79	109196
148.242	298.515	1453.62	633.433	1795.72	99.0012	4481.01
2073.3	646.21	308.133	703.086	171.837	477.024	1079.97
9919.57	6151.75	40402.6	5596.59	1973.8	1720.93	163990
220.122	0	3974.56	447.38	451.7	0	8476.56
1642.6	199.218	1479.91	962.244	93.249	410.017	2643.85
551.737	127.252	1037.56	717.589	0	92.9112	3566.76
989.936	416.346	536.44	818.014	377.38	65.5631	1540.45
167.055	117.604	29874.6	0	178.105	315.729	110110
1387.36	438.242	1433.15	431.526	10.5957	40.802	3337.06
7846.2	1706.04	1233.04	2486.09	461.862	51.0925	3171.86
2568.96	719.216	1415.3	1625.95	248.679	654.012	5820.07
544.041	183.096	1461.61	137.149	88.3559	47.6473	4237.93
540.803	144.758	425.35	789.813	955.048	4475.01	1125.98
0	0	570.865	0	0	0	178.858
756.416	322.161	202.779	316.258	0	0	623.773
235.74	287.506	14985.4	325.264	176.305	154.814	48515.4
239.834	148.899	0	345.657	256.346	143.352	734.912
1017.08	306.185	469.118	276.404	1144.83	21.7931	1574.46
8.60188	57.7565	85.3937	6.23489	0	0	240.898
0	0	263.976	0	113.993	52.0423	0
7232.47	2523.69	2515.74	1921.56	407.757	153.035	9086.7
2452.02	243.863	4190.53	2024.5	0	1294.04	5560.82
2039.2	574.521	1302.6	1022.3	395.29	196.321	5393.81
2126.03	603.842	2538.1	852.123	246.92	46.4948	7965.65
1602.59	474.095	3181.23	992.367	0	645.139	7917.97
1904.5	129.536	2775.1	1032.62	61.2431	2762.12	3328.02
1090.1	424.922	1115.95	521.145	357.512	4.19692	4231.09
1953.85	412.976	1859.02	1150.63	147.678	207.959	3617.96
208.512	184.683	0	280.097	118.129	0	705.294
2448.26	695.017	1113.29	907.454	394.466	101.16	4646.66
33.0173	19.1138	0	0	0	0	336.586
1653.96	0	36709.3	1307.58	194.606	921.854	129443
52.4133	40.8718	0	0	76.5244	13.2034	207.945
140.878	10.0309	0	0	258.281	52.2608	0
0	0	35.0121	18.3819	0	41.6848	18.4783
1826.02	743.652	914.186	817.603	15.3121	286.98	4783.71
511.547	288.413	1463.97	289.391	100.384	0	4406.87
228	642.363	32371.1	147.062	230.844	1214.15	121822
12810.8	3861.43	47180.2	6498.41	1222.38	1231.95	169445
13.4564	510.163	0	140.742	210.296	0	244.763
3087.83	3270.19	57283.1	2949.7	872.704	1873.48	213756
534.402	1408.64	16738.7	720.647	926.953	130.033	64716.9
64.0211	62.3505	277.763	89.215	1749.76	18.5611	624.811
7218.4	1928.05	4964.64	3260.43	1952.29	1250.84	13960.8
9281.87	2410.81	2771.86	2550.65	570.297	1144.3	7639.52
0	0	285.488	2.76738	43.4482	14.7579	0
21.2985	0	74.1095	169.871	172.979	13.57	145.391
2098.16	508.626	1519.69	900.121	0	495.313	4438.2
3069.71	1945.15	3495.01	1503.08	483.568	0	11159.7
660.231	0	1258.85	290.778	0	71.213	2483.98
45.633	79.2798	78.0309	0	124.686	0	0
128.485	0	0	36.4382	0	36.6818	0
955.519	305.115	842.448	466.983	109.462	86.5553	1604.38
2539.35	867.646	1554.68	1844.94	283.918	801.456	5528.04
3042.15	1273.75	1234.93	1204.08	475.619	200.946	4315.16
0	0	118.068	6.73478	0	0	0
3119.8	852.384	31465.2	1156.89	549.287	565.684	114960
4919.82	3158.65	28915.9	1549.87	438.052	477.812	111832
118.847	50.9016	0	36.4262	5.3967	0	0
148.818	45.437	0	0	0	44.1378	0
5074.7	1500.76	1361.32	1828.97	341.168	67.2651	4923.34
141.656	0	32830.4	0	15.1349	2270.09	113532
26.4568	237.809	60.087	84.5331	0	31.3555	134.757
1154.65	577.636	439.63	515.442	734.431	163.582	2102.04
778.085	304.945	467.84	592.089	68.8369	662.465	1542.59
0	0	0	104.912	258.041	0	67.2489
792.758	317.782	1072.65	492.211	106.481	209.895	1723.65
689.684	435.314	0	237.042	56.6814	48.436	616.541
277.674	52441.6	1478.52	22691.7	929.302	7588.42	1997.62
107.175	566.281	30421.6	79.0308	296.052	619.586	116896
802.683	97.9344	0	89.5755	0	0	4.82814
805.724	54.9048	0	192.844	0	58.1547	10.381
156.615	0	35571.3	108.538	0	1013.95	125087
0	0	0	0	67.3478	24.1347	122.793
0	86.4052	0	47.5337	160.742	26.7451	0
605.723	243.528	0	286.868	0	55.3231	125.443
1156.58	332.5	838.855	317.61	2029.66	25.0061	3365.46
11.32	141.769	0	97.2	0	103.279	7.51683
607.501	254.444	973.362	431.163	286.879	43.2167	1980.14
115.011	73.2366	271.145	151.984	0	59.4467	1213.52
1688.05	589.513	1134.65	658.09	335.261	79.4427	2833.62
0	0	0	0	133.631	0	96.4918
190.425	166.53	401.399	130.261	0	0	2601.97
52.4944	0	0	102.318	188.997	45.0171	0
0	68.6725	0	0	0	42.2998	0
0	212.803	0	0	34.0909	0	0
2700.57	1298.75	1191.32	1284.9	354.437	13.4414	6975.43
0	0	0	61.272	88.3355	0	0
0	115.087	0	89.0373	22.3619	79.449	0
21.8973	50.2622	0	56.0478	168.162	73.2964	0
710.727	0	315.941	464.659	228.874	0	1143.77
95.7314	9.62071	116.192	0	0	33.0921	45.3456
1274.1	287.297	505.974	499.06	0	28.0816	0
1436.57	434.194	426.297	464.039	162.917	21.0429	2474.17
106.062	0	0.562976	23.5385	0	37.8124	108.113
2230.06	428.841	2035.49	558.533	120.138	0	5892.39
3005.38	423.768	431.271	704.635	349.89	19.9552	227.927
0	0	627.805	75.5133	0	81.9906	0
0	106.109	0	54.6389	27.433	94.6106	144.069
172.26	1538.48	27464.9	32.01	0	80.3046	108465
1580.8	542.332	1127.57	1460.96	504.125	432.006	3023.83
2129.75	1255.43	0	1462.55	147.57	0	862.151
2793.02	840.626	1649.72	1850.73	377.34	629.765	5789.75
322.566	194.892	352.973	162.842	400.425	142.18	2755.94
10.3083	38.0136	241.772	121.969	86.4212	0	346.113
6649.51	1913.99	2061.41	2256.16	1012.02	176.435	3648.65
5396.52	1570.13	472.474	4373.54	359.014	18.1263	550.386
7509.74	8835.83	71603.6	5164.04	1060.58	164.353	245930
134.874	0	164.715	0	320.077	0.356381	0
100.312	70.4813	312.098	0.112843	0	32.4389	0
1274.77	338.874	2464.13	875.877	213.946	750.145	5834.55
504.307	158.795	969.49	776.043	0	60.4647	1794.7
0	0	313.701	0	137.59	0	0
1372.45	317.622	1363.42	549.212	263.048	271.137	4324.67
1369.98	531.992	110.977	386.885	19.4285	0	483.036
3442.22	1489.92	1631.09	1792.85	670.97	704.164	5365.98
0.784299	0	417.691	8.68688	0	0	0
69.2612	0	240.788	0	0	0	456.789
134.183	520.552	32377.5	15.6119	85.9875	634.359	121220
239.546	1019.77	31751.9	104.138	39.55	306.141	122018
1182.51	391.388	0	369.436	91.6007	99.2948	1006.09
471.317	1023.56	14887.4	419.334	187.911	58.3682	58886.6
3822.28	1909.54	7287.41	1997.61	440.761	26.8842	30721.5
25.3866	92.7516	51.2282	140.312	132.542	46.9705	205.308
0	57.2778	0	43.8858	69.1244	23.3512	149.539
393.535	0	29344.3	241.271	251.222	72.1926	93017
0	108.405	0	0	0	0	0
168.107	1986.91	23576.4	290.065	203.79	33.1219	101466
0	0	0	0	0	0	0
4156.96	972.77	3430.84	3047.51	450.103	1056.85	5451.32
4009	759.205	1997.16	1429.18	363.183	307.73	6558.06
0	52.4852	0	0	0	0	0
28.2596	0	76.8557	107.97	2.29468	3.39215	150.389
2.07406	348.403	144.017	161.58	205.914	88.322	456.651
72.7264	0	676.91	74.1035	0	19.1488	0
1015.22	552.697	2019.96	396.96	229.232	0	8689.53
175.738	0	337.555	0	0	27.698	0
1812.64	681.697	1066.55	1576.35	653.357	259.792	4122.78
873.966	435.443	70.2197	559.034	129.383	0	0
1307.14	645.135	668.154	289.752	0	105.435	3148.08
147.944	0	145.764	84.8202	0	46.0634	128.214
472.259	112.087	123.156	234.122	150.516	12.5258	1253.57
201.103	10.5447	510.037	308.494	247.025	33.8898	753.154
1184.69	617.572	0	471.824	218.546	167.528	118.634
50.1201	729.662	31823.2	85.0552	179.087	240.083	121808
2.55534	0	192.683	0	17.6717	16.6694	0
2967.36	1225.89	8624.72	1085.39	225.92	132.182	32314.8
3090.3	760.39	435.598	1272.91	219.389	40.7887	1907.48
2160.75	689.087	1900.68	1125.12	451.765	323.867	4375.1
0	176.26	0	125.491	266.954	0	0
365.744	0	858.244	319.931	155.524	70.3904	331.775
2727.32	834.071	1604.99	1769.31	167.735	868.516	7297.09
164.677	0	33984.2	176.005	169.811	1233.82	126796
1084.42	258.468	3545.82	978.901	283.863	287.658	5540.38
67.4012	44.1461	35.4502	0	157.656	22.6902	205.23
0	0	0	0	31.9347	0	0
494.464	137.865	32227.5	235.344	43.6921	11860.8	113436
400.121	122.637	75.0067	545.799	308.653	58.2933	0
9887.96	2622.99	1296.25	2401.32	789.099	27.3123	5191.22
253.507	304.443	0	235.428	0	0	0
130.266	0	1639.01	268.741	130.188	8.58116	1132.48
394.25	111.792	30083	52.8959	382.804	0	112446
2017.99	666.743	1860.18	1045.47	442.401	449.607	4244.39
572.699	46.6768	0	195.546	3.40332	0	0
547.602	420.061	32320.5	206.19	0	314.84	117251
1924.61	766.701	749.834	1140.99	189.421	1.5972	6002.68
3130.38	931.779	1602.69	1754.08	360.362	296.663	5537.7
0	1092.26	28335.4	137.199	20.2354	1293.35	106681
0	0	0	0	144.154	61.8248	0
982.081	254.384	0	826.948	0	3.54201	945.029
3782.14	2576.49	56443	2653.29	623.095	112.115	195594
0	82.7833	0	0	0	0	0
1368.56	249.944	1288.98	813.272	0	661.535	3382.31
1429.6	107.698	2588.32	953.665	164.343	234.476	1100.78
592.722	52.3447	33783.5	396.458	313.49	461.266	125363
0	0	117.776	81.0495	132.429	0	0
48.5458	0	0	82.7823	221.876	30.8718	0
191.301	1185.11	20319.1	127.332	0	104.043	81287.3
37.2826	0	0	0	0	55.2138	152.879
0	16.4682	1233.98	0	0	0	3222.2
645.13	212.003	216.202	473.684	56.0112	138.767	2333.71
1937.92	644.932	1858.1	1431.95	159.929	2986.38	4417.36
101.433	0	74.4598	0	99.1158	0	0
844.841	404.703	41.7554	534.167	127.952	0.286278	2042.46
14322.4	7348.29	61191.7	8050.41	1557.11	417.516	234440
13451.6	6516.63	53020.4	7335.01	1866.57	1419.37	196525
274.562	50.4792	171.021	138.605	0	0	157.788
3103.94	767.32	1424.03	4932.37	533.07	0	2068.34
5013.36	4015.74	61408.7	2893.43	569.257	463.245	225245
0	71.0912	0	11.7923	0	0	0
32.4804	50.6686	0	25.9915	0	0	57.4032
17.9286	9.60705	357.67	184.679	0	0	43.6946
48.5014	0	2441.79	34.611	0	33.5807	9661.57
1211.15	187.333	286.551	940.159	18.6743	0	264.073
892.559	403.309	629.887	285.76	47.3256	0	1008.13
313.671	686.161	27717.9	83.8625	0	249.244	111403
6673.07	2086.33	4296.69	4140.09	765.813	6244.41	14679.1
4626.54	1719	2113.33	3716.41	1709.53	127.552	5277.41
2550.33	1032.86	4015.33	732.893	115.222	0	13147.9
0	42.942	0	221.888	27.4587	41.4094	0
1597.05	574.694	517.173	744.74	101.762	81.3172	4157.99
2115.99	812.221	3888.44	1007.16	135.042	72.753	14414.8
0	196.309	0	105.976	229.661	38.906	0
1716.84	399.929	2160.48	976.25	167.051	415.649	3551.54
0	0	59.6625	0	0	0	0
0	0	36.6133	72.5236	20.6222	0	118.273
3951.36	952.836	2913.42	2337.09	7720.55	0	5920.2
229.683	434.323	505.241	488.965	0	16.9617	3828.49
678.934	386.478	787.049	534.558	216.205	58.4383	2757.56
93.5435	106.456	0	0	121.003	59.4128	0
1669.94	551.645	1341.72	981.48	416.308	168.734	3590.47
912.233	366.904	832.259	419.748	183.869	0	2247.08
1586.13	940.565	481.092	859.783	36.4866	119.385	2724.61
1057.49	593.743	907.523	351.572	0	80.6522	4282.86
2.34087	89.731	0	96.2591	32.5299	4.77109	0
2932.61	702.7	1463.22	839.531	0	1911.16	4351.7
186.48	0.359202	0	130.414	0	0	0
793.274	409.055	134.173	525.415	11.8583	159.743	1435.76
199.975	156.167	0	115.904	243.585	0	274.04
0	0	0	112.155	212.198	0	0
23.5221	0	396.016	15.8173	0	0	692.904
10109.2	3190.52	946.533	3554.28	577.375	44.2634	1436.56
532.057	0	804.549	373.897	0	106.473	1040.05
194.928	0	84.095	0	0	0	0
1544.28	231.965	1837.39	457.753	0	251.853	4657.84
2531.99	807.4	603.605	1390.11	424.434	138.952	1121.36
448.056	150.239	82.5332	174.734	0	0	0
1128.84	181.464	772.319	548.618	118.372	100.137	2417.12
1015.85	437.831	2502.11	3021.66	0	355.7	8954.24
2958.12	2088.96	59899.8	1726.32	480.514	439.416	226174
174.021	231.397	0	0	0	0	0
185.301	265.101	0	222.624	0	95.1165	593.476
0	16.9701	0	0	161.365	49.1159	0
0	0	152.197	22.0695	0	0	0
56.8323	99.443	0	0	0	0	0
45.0166	0.334972	0	0	40.8406	14.8805	75.6497
1449.55	333.039	273.313	591.646	85.5751	82.778	2032.08
45.1246	136.141	0	81.6171	44.1439	0	255.192
14.7763	178.744	107.287	51.7033	161.723	151.299	0
963.86	393.521	21.4206	221.606	109.174	8.16882	1180.93
0	154.395	0	26.885	37.4028	0	628.849
1241.79	25785.6	1082.15	2330.99	44.1423	0	2570.42
2307.57	780.222	2215.12	745.423	0	0	9054.91
1116.19	1368.84	31496.7	559.43	343.03	181.278	125013
139.576	0	35896.2	45.1105	102.913	208.663	124953
142.397	95.9904	11607.2	156.718	137.541	0	36867.7
368.672	0	31392.1	0	0	550.668	106377
98.5413	14.0826	0	0	0	25.23	286.843
3738.06	947.296	407.891	1005.23	0.170716	0	1037.26
0	0	91.6509	67.6311	0	0	0
260.375	189.597	0	80.5627	0	133.073	136.447
2935.73	646.708	3022.56	1981.96	165.269	1313.13	6954.83
0	29.261	226.099	0	65.8871	42.4033	0
0	0	0	90.1757	108.371	0	19.7201
51.691	14.0642	0	0	39.3857	0	0
0	169.983	0	56.1982	0	18.1275	102.442
993.201	257.632	604.661	423.448	0	130.633	1026.27
812.3	281.967	176.548	440.281	62.2186	37.6757	904.019
2980.42	701.02	3669.61	1216.49	250.673	53.3184	11377.2
268.828	332.646	0	225.41	333.882	80.2075	164.593
4316.39	1260.79	3432.28	2728.84	12329.7	453.706	7157.17
2730.03	683.647	2076.19	1515.53	229.618	916.708	7033.4
85.1172	88.672	1121.56	154.309	232.527	0	2766.15
207.556	140.975	240.954	208.789	86.0238	432.757	61.4041
1837.24	616.363	0	506.223	0	0	0
221.031	371.253	496.682	618.075	195.369	15.3176	3188
2062.47	1029.23	1324.76	1246.62	175.271	1425.36	5743.95
55.1429	1481.52	31380	23.3556	203.444	68.1381	122258
3039.1	1885.1	2363.73	3133.01	1838.03	657.712	6330.85
8267.98	2659.7	5298.95	4644.72	795.204	1229.63	19764.1
1942.59	388.374	1653.76	898.062	314.746	2888.81	2711.83
1343.94	198.475	275.419	500.43	96.6541	15.0573	473.19
2594.88	814.32	1961.87	1329.92	395.478	299.212	4471.89
63.6195	0	0	202.344	0	0.376744	0
5028.46	1156.24	4471.8	2888.14	410.193	957.921	10185.9
0	10.6842	0	127.724	0	0	0
0	0	0	138.647	0	0	200.269
7789.54	3295.53	28709.5	5086.17	977.756	658.245	106768
14677.4	5049.92	6101.28	3996.91	900.337	541.484	23438.8
149.237	291.415	0	250.566	0	23.1442	508.225
343.331	224.672	31959	89.6676	164.883	151.15	116721
0	0	0	0	0	44.7179	0
1807.2	808.03	892.437	980.285	222.478	2396.84	2883.14
13397.1	4941.84	39873.6	7333.17	1595.36	1711.42	143245
4356.62	1333.81	295.449	1481.58	239.493	117.544	1764.35
2589.74	1129.05	5290.94	795.108	357.776	209.285	23303.3
13551	4040.92	3852.88	3902.31	1449.61	705.368	9043.02
3658.12	1320.64	451.864	1287.02	483.373	229.281	1429.53
2234.79	847.138	1006.04	863.967	1487.63	0	4919.09
3010.86	2432.67	26945.7	2088.42	873.145	407.662	111394
16867.7	7532.04	53771.7	5404.69	15673.9	365.126	201511
215.349	0	474.625	51.2289	0	35.8853	0
8062.66	3470.37	69842.3	3479.82	1416.37	356.931	243714
0	37.5796	0	0	6.82707	0	0
0	73.7366	0	49.1466	336.257	0	152.661
9290.47	3154.12	39742.4	3862.4	654.977	725.916	144437
752.141	460.074	3044.04	432.296	0	4.28571	13048.2
4980.98	2651.41	29576.9	1536.88	242.922	727.783	115957
9606.53	3061.09	46640.4	5065.75	1732.15	731.289	158816
28823.7	7847.15	6562.85	6031.43	1595.05	278.533	22359.8
151.363	81.5935	0	109.102	177.468	39.959	180.785
0	55.1388	0	0	118.053	0	39.7349
8220.55	158536	258128	7428.45	5888.3	5115.35	174582
0	0	1.88709	0	109.478	0	102.325
3720.22	1186.28	2757.8	2498.35	498.933	1861.65	9807.2
1440.61	388.977	1239.78	2209.08	367.802	105.913	2057.33
11904.9	4848.21	13602.3	38666.9	4907.74	2892.04	35481.1
0	0	77.8339	29.3182	8.7451	0	0
3191.57	1161.41	2853.51	1587.55	726.135	150.672	9353.27
2320.91	775.418	1180.6	1173.85	0	352.868	2754.59
3426.44	1935.28	28213	1256.65	269.553	968.031	107779
2264.13	229.386	3789.88	1713.23	395.617	1733.51	5732.46
3602.08	1121.79	1950.91	2032	321.961	101.068	6279.76
480.6	0	4126.51	395.128	212.42	111.116	6940.41
23.9309	198.219	2265.03	210.602	186.246	19.2464	7608.88
12141	4047.79	34263.5	5664.35	1503.44	910.738	117567
281.355	459.298	27531.8	66.7667	0	1154.28	100977
59.7743	0	265.143	50.523	171.618	0	0
55.0674	74.7904	0	0	57.7478	25.2859	454.868
76.104	53.5261	207.843	53.2305	209.551	0	0
243.182	45103.6	3609.66	26848.2	11556.1	6134.16	2311.32
9.09317	0	441.832	0	0	0	0
1644.26	30859.2	5942.57	2621.8	54.9771	34.5161	29304.1
44.0404	134.935	0	0	0	0	325.182
95.7902	223.974	0	161.459	224.753	0	0
725.327	259.383	380.59	513.173	171.344	134.747	689.429
0	144.066	0	0	89.5501	41.9911	0
539.754	202.704	223.848	2062.04	231.497	262.12	1021.24
2860.21	1526.12	9790.12	648.875	0	1419.27	41748.4
1413.46	251.662	2041.84	611.535	0	9.85732	5269.98
3519.67	1690.95	674.116	1416.55	648.563	108.818	996.032
2019.57	408.894	2602.01	1131.61	513.155	732.582	5977.49
357.717	1537	53992.7	193.876	163.992	823.892	199512
1745.07	351.863	1357.96	1173.64	393.626	232.1	4056.03
0	63.5806	12.8014	35.6857	107.07	0	214.957
2948.51	836.025	2811.22	1489.58	0	1087.31	8871.12
38367	13828.8	89318	23534	5853.98	15757.7	239348
2440.01	901.248	1093.97	1126.78	160.773	14.1437	6073.12
0	220.017	0	107.689	0	0	0
0	0	0	0	235.491	0	323.891
258.018	1410.07	61.8135	291.587	1507.89	0	0
180.018	118.856	355.062	139.893	96.8675	0	431.615
126.048	0.674747	147.961	156.09	0	0	0
562.685	0	31727.2	192.435	0	9154.86	113431
1139.13	400.306	0	423.848	0	115.606	437.489
71.0027	0	325.409	42.9057	20.7946	0	523.733
0	0	362.387	0	0	0	0
193.812	26.5762	351.478	90.6642	189.31	0	716.34
17.6289	95.5301	0	20.3611	0	0	137.081
205.605	278.514	0	89.2345	398.493	3.67081	367.415
357.45	0	409.349	43.8915	0	31.627	0
681.93	588.106	650.228	208.518	0	81.3915	6400.45
1636.06	708.587	1215.48	902.475	370.173	112.102	5100.49
4.77909	64.8377	0	47.3221	0	27.3764	170.585
4.32929	0	21.2335	25.5893	34.3608	0	0
1852.77	753.369	1489.24	925.04	41.6045	200.345	4699.66
943.61	252.769	160.377	191.539	95.1771	11.6267	20.5912
2296.73	816.56	2350.81	1292.29	403.007	2188.16	5420.41
768.66	103.597	811.854	654.745	463.236	170.728	1100.95
1576.05	773.595	328.639	922.544	1373.59	149.641	1750.65
317.415	263.796	728.669	702.381	335.83	0	3550.51
0	23.1936	15.0926	32.2029	0	17.8241	0
2397.65	871.695	992.676	1107.39	385.279	123.992	3716.01
1785.46	376.21	1490.76	745.683	156.644	136.838	3419.84
211.695	93.1705	1163.75	102.649	0	78.9529	5064.9
0	0	0	36.8674	4.16398	0	0
22.8767	0	382.78	95.1897	166.423	0	0
106.622	41.2372	158.69	197.558	7.63029	0	387.944
1725.87	2686.38	42618.9	886.174	685.925	185.462	165858
717.763	178.981	735.193	562.111	396.745	112.953	482.893
992.873	1360.37	25400.4	823.719	206.432	105.798	101946
411.046	206.892	0	289.392	44.2963	0	501.35
57.2927	76.5403	15.5872	58.2958	54.6521	50.6314	0
1313.97	475.833	619.538	379.765	200.737	39.5654	3690.65
62768.8	17488	12285	20386.1	4669.24	1633.45	34572.4
38.0259	51.2926	194.546	35.8869	78.092	0	103.936
947.632	1603.14	137259	715.627	612.843	788.796	235611
678.202	0	0	8.6085	0	17.9972	0
99.5476	140.242	467.855	103.654	0	73.6489	196.968
7731.3	2663.77	29181.1	2222.36	535.603	862.427	105824
64.8642	82.9951	220.842	50.3302	44.0743	0	736.772
1184.82	56.2353	864.509	532.887	0	55.6484	1137.71
46.236	0	283.782	0	31.6589	4.81203	0
0	0	188.642	27.544	0	0	13.534
4702.43	2184.12	3162.99	4080.98	1039.31	317.252	6777.33
2935.49	2207.55	22883.5	1570.37	509.669	119.546	84871.7
386.081	279.394	24177.2	141.381	0	95.6557	88178.8
937.514	145.155	489.656	309.919	267.55	0	1188.06
339.219	200.353	0	190.732	0	42.6167	138.015
278.285	143.405	181.765	255.975	107.235	86.6599	72.7053
281.474	242.921	487.713	270.998	644.243	99.9206	1317.53
664.333	833.065	26979.6	123.923	198.298	363.78	103268
180.72	468.074	29613.3	96.2354	113.264	149.377	112850
0	158.737	0	0	0	0	74.386
824.45	232.3	452.295	410.472	161.341	56.817	1520.77
0	140.807	0	0	116.85	0	0
2271.17	533.172	1759.53	1231.18	329.636	281.307	3008.48
698.711	1120.16	31707	359.94	223.026	522.918	123079
907.944	73.5867	1218.82	307.878	17.828	2.66208	1200.56
0	0	118.841	0	96.4932	0	0
422.396	177.093	3748.03	411.304	79.579	140.46	11739.9
63.7378	125.023	925.959	43.4986	11.4597	57.5614	621.419
85.6095	0	62.8058	79.4965	0	0	0
394.127	0	82.9084	90.8703	0	0	15.5994
614.837	147.702	437.314	143.432	0	0	1062.43
843.747	0	31197.7	310.205	169.931	402.213	113798
84.7663	724.546	28774.6	158.165	263.561	157.013	121320
0	53.6304	14.7551	0	90.1474	27.2631	114.766
2052.41	522.985	822.796	1206.04	240.503	76.8964	2644.57
120.366	0	4.06345	1.59514	50.2937	0	0
0	0	50.6301	12.1923	0	0	0
1157.79	301.734	501.581	487.985	53.8913	50.6671	1351.49
1539.22	322.521	667.514	551.156	536.26	233.796	2276.93
0	200.242	0	0	0	0	270.596
1364.15	474.824	4810.89	290.013	0	0	16719.4
581.784	437.32	1293.63	948.687	286.125	57.9521	1726.56
3486.09	1455.35	28136.6	917.059	262.656	3000.46	104684
775.278	248.54	2743.95	524.005	299.464	142.025	6017.99
3286.49	714.704	797.869	1488.52	243.846	97.0392	1556.66
76.1154	153.125	28754.7	0	241.917	0	108669
0	31.0328	369.396	90.0654	4.34037	27.796	9.86709
0	0	0	0	51.7812	0	36.3106
0	0	0	61.8411	60.288	27.2665	0
134.579	372.622	52.9899	668.267	0	30.4193	2035.22
93.7952	168.651	29782.2	0	0	276.499	111336
0	57.3946	0	81.3582	3.39808	0	364.343
0	21.466	0	0	0	22.4702	154.06
1375.95	226.467	1500.33	369.416	209.158	67.1696	3892.05
0	261.079	0	0	103.088	13.3549	0
0	0	0	0	0	0	0
3955.62	1204.84	34504.4	1359.67	299.701	751.714	122260
113.905	192.593	0	48.079	0	0	0
28.8991	464.663	896.705	682.154	94.2077	0	5207.66
182.873	0	1117.85	80.6517	19.2507	0	4471.61
5203.1	1676.04	5291.96	2722.59	297.479	720.318	14654.4
15526.3	6626.98	48412.4	12609.4	1580.8	1825.5	174128
968.98	720.31	845.663	711.757	124.552	107.546	2160.44
39359.3	14738.9	71241.2	11858.2	29392.6	88.5473	242284
